Route - ID, Order Number, Driver 1 - ID, Driver 1 - First Name, Driver 1 - Last Name, Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Service Location - Contact - First Name, Service Location - County, Latitude, Longitude, Session Date, Begin Date, Taken By, Pickup Quantities - Taps, Pickup Quantities - J&L Taps, Stop - Arrival Time, Stop - Departure Time, Special Instructions, Pickup Quantities - WWH Taps
T053-04_W020,3588962_W020_2020-02-20,W020,Marshall,Walters EB,4814,Retro Junkie (Walnut Creek/N Main),2112 N Main St,Walnut Creek,94596,CA,CA07,East Bay,37908930,-122064610,2020-02-20,2019-10-03,,2,0,2020-02-20 15:05:22,2020-02-20 15:46:22,Access After 3:30pm Mon CLOSED Tue-Thurs 330pm  Fri-Sat 6pm access,0
T053-05_W020,76996_W020_2020-02-21,W020,Marshall,Walters EB,7183,Blue Line Pizza (Danville/Hartz),550 Hartz Ave,Danville,94526,CA,CA07,East Bay,37820340,-121997440,2020-02-20,2020-02-21,,2,0,2020-02-21 06:30:00,2020-02-21 07:01:00,6am-11am access,0
T053-05_W020,314370_W020_2020-02-21,W020,Marshall,Walters EB,15388,Crow Canyon Country Club (Danville/Silver Lake),711 Silver Lake Drive,Danville,94526,CA,CA07,East Bay,37786400,-121961730,2020-02-20,2020-02-21,,2,0,2020-02-21 07:14:01,2020-02-21 08:12:01,naraan@bluedeltainc.com,0
T053-05_W020,1834520_W020_2020-02-21,W020,Marshall,Walters EB,1018984,Bridges Restaurant and Bar (Danville/Church),44 Church Street,Danville,94526,CA,CA07,East Bay,37821120,-121997780,2020-02-20,2020-02-21,,2,0,2020-02-21 08:26:15,2020-02-21 08:48:15,access time is 10am-11:30am,0
T053-05_W020,3571900_W020_2020-02-21,W020,Marshall,Walters EB,4712,Tower Grille (Danville/Hartz),301 Hartz Ave,Danville,94526,CA,CA07,East Bay,37822410,-122001200,2020-02-20,2020-02-21,,2,0,2020-02-21 08:54:06,2020-02-21 09:09:06,Access 930am,0
T053-05_W020,4317788_W020_2020-02-21,W020,Marshall,Walters EB,1097009,Amicis East Coast Pizzeria (Danville/Camino),720 Camino Ramon Ste130,Danville,94526,CA,CA07,East Bay,37810589,-121990313,2020-02-20,2020-02-21,,2,0,2020-02-21 09:12:44,2020-02-21 09:29:44,Call Josue 925-837-9800 access time 9am-11 am,0
T053-05_W020,13601_W020_2020-02-21,W020,Marshall,Walters EB,3223,Luna Loca (Danville/Sycamore Valley),500 Sycamore Valley Rd,Danville,94526,CA,CA07,East Bay,37813320,-121996860,2020-02-20,2020-02-21,,2,0,2020-02-21 09:36:21,2020-02-21 10:31:21,9am-11am ONLY weekdays 9am-10am ONLY weekends Must be completed before they open,0
T053-05_W020,2922639_W020_2020-02-21,W020,Marshall,Walters EB,1060586,Forbes Mill Steakhouse (Danville/Sycamore Valley),200 Sycamore Valley Rd W Bldg 6,Danville,94526,CA,CA07,East Bay,37811960,-121996890,2020-02-20,2020-02-21,,2,0,2020-02-21 10:37:04,2020-02-21 10:55:04,access 8am-11am weekdays. saturdays can access 8am-4pm. no lunch on saturdays,0
T053-05_W020,3864575_W020_2020-02-21,W020,Marshall,Walters EB,1044844,Basque Boulangerie Cafe (Danville/Hartz),411 Hartz Ave Ste A,Danville,94526,CA,CA07,East Bay,37821380,-121999830,2020-02-20,2020-02-21,,2,0,2020-02-21 11:03:08,2020-02-21 11:15:08,Closed Tue,0
T053-05_W020,3582886_W020_2020-02-21,W020,Marshall,Walters EB,6406,Danas (Danville/Sycamore Valley),416 Sycamore Valley Road,Danville,94526,CA,CA07,East Bay,37812570,-121997010,2020-02-20,2020-02-21,,2,0,2020-02-21 11:22:48,2020-02-21 11:43:48,9am-11am only Mon-Fri. No service after 11am.,0
T053-05_W020,136631_W020_2020-02-21,W020,Marshall,Walters EB,8141,Melos Pizza & Pasta (Danville/San Ramon Valley Blvd),664 San Ramon Valley Blvd,Danville,94526,CA,CA07,East Bay,37812730,-121994590,2020-02-20,2020-02-21,,2,0,2020-02-21 11:49:52,2020-02-21 12:16:52,access time after 8am,0
T053-05_W020,12719_W020_2020-02-21,W020,Marshall,Walters EB,2348,Danville Bowl (Danville/Boone),200 Boone Ct,Danville,94526,CA,CA07,East Bay,37814460,-121994530,2020-02-20,2020-02-21,,2,0,2020-02-21 12:22:52,2020-02-21 12:39:52,,0
T053-05_W020,15278_W020_2020-02-21,W020,Marshall,Walters EB,4894,Yos On Hartz (Danville/Hartz Ave),531 Hartz Ave,Danville,94526,CA,CA07,East Bay,37820399,-121997986,2020-02-20,2020-02-21,,2,0,2020-02-21 12:47:35,2020-02-21 13:09:35,,0
T053-05_W020,2232352_W020_2020-02-21,W020,Marshall,Walters EB,1033076,Round Table (Danville/San Ramon),629 San Ramon Valley Boulevard,Danville,94526,CA,CA07,East Bay,37813830,-121996410,2020-02-20,2020-02-21,,2,0,2020-02-21 13:16:09,2020-02-21 14:02:09,,0
T053-05_W020,3579644_W020_2020-02-28,W020,Marshall,Walters EB,3980,NP - Revel Kitchen & Bar (Danville/Hartz),331 Hartz Ave,Danville,94526,CA,CA07,East Bay,37821990,-122000660,2020-02-20,2020-02-28,,2,0,2020-02-21 14:10:03,2020-02-21 14:31:03,,0
T053-06_W020,3588956_W020_2020-02-24,W020,Marshall,Walters EB,1040936,Gott's Roadside (Walnut Creek/S Main),1275 S Main St,Walnut Creek,94596,CA,CA07,East Bay,37895000,-122059880,2020-02-20,2020-01-13,,2,0,2020-02-24 07:20:00,2020-02-24 08:36:00,,0
T053-06_W020,4463891_W020_2020-02-24,W020,Marshall,Walters EB,1098024,Thai Thani (Walnut Creek/Ygnacio),2894 Ygnacio Valley Rd,Walnut Creek,94598,CA,CA07,East Bay,37926585,-122017131,2020-02-20,2019-12-16,,2,0,2020-02-24 08:47:00,2020-02-24 10:01:00,Nat 321-947-3628,0
T053-06_W020,3578400_W020_2020-02-24,W020,Marshall,Walters EB,1059602,Pacific Catch (Walnut Creek/S Main),1305 S Main St,Walnut Creek,94596,CA,CA07,East Bay,37894250,-122059130,2020-02-20,2020-01-13,,2,0,2020-02-24 10:18:10,2020-02-24 11:21:10,Mornings only,0
T053-06_W020,4280871_W020_2020-02-24,W020,Marshall,Walters EB,1096679,PanCoast Pizza (Walnut Creek/S Main),1516 S Main St,Walnut Creek,94596,CA,CA07,East Bay,37890120,-122057310,2020-02-20,2019-12-16,,2,0,2020-02-24 11:23:42,2020-02-24 11:47:42,entry at 9:30am or after 1:30pm.,0
T053-06_W020,306685_W020_2020-02-24,W020,Marshall,Walters EB,14019,Yumeya Sushi (Walnut Creek/Oak),3116 Oak Road,Walnut Creek,94596,CA,CA07,East Bay,37931972,-122058589,2020-02-20,2019-12-16,,2,0,2020-02-24 12:01:53,2020-02-24 12:19:53,Please collect email 11am access,0
T053-06_W020,13855_W020_2020-02-24,W020,Marshall,Walters EB,3477,Mountain Mikes (Walnut Creek/Ygnacio Valley),1817 Ygnacio Valley Rd,Walnut Creek,94598,CA,CA07,East Bay,37917560,-122037610,2020-02-20,2019-04-08,,2,0,2020-02-24 12:32:24,2020-02-24 12:55:24,,0
T053-06_W020,13672_W020_2020-02-24,W020,Marshall,Walters EB,3294,Masses Sports Bar & Grill (Walnut Creek/N Main),2721 N Main St,Walnut Creek,94597,CA,CA07,East Bay,37922660,-122064480,2020-02-20,2019-12-02,,2,0,2020-02-24 13:08:16,2020-02-24 14:51:16,Wednesday 9:00am-9:30am,0
T053-06_W020,3969167_W020_2020-02-24,W020,Marshall,Walters EB,4951,Nama Sushi (Walnut Creek/Sunnyvale),1502 Sunnyvale Avenue,Walnut Creek,94597,CA,CA07,East Bay,37928910,-122061850,2020-02-20,2019-04-08,,2,0,2020-02-24 14:58:22,2020-02-24 15:12:22,Clean and bill Sapporo at this location,0
T053-06_W020,12049_W020_2020-02-24,W020,Marshall,Walters EB,1685,Artie's Countrywood Lounge (Walnut Creek/Treat),2068 Treat Blvd,Walnut Creek,94598,CA,CA07,East Bay,37930220,-122039480,2020-02-20,2019-04-08,,2,0,2020-02-24 15:24:15,2020-02-24 15:50:15,10am access,0
T053-06_W020,12026_W020_2020-03-09,W020,Marshall,Walters EB,1663,Applebees (Walnut Creek/Ygnacio Valley),2819 Ygnacio Valley Rd,Walnut Creek,94598,CA,CA07,East Bay,37925880,-122017090,2020-02-20,2019-12-16,,4,0,2020-02-24 16:00:59,2020-02-24 16:41:59,walnutcreek@appleamerican.com,0
T053-07_W020,107278_W020_2020-02-25,W020,Marshall,Walters EB,7665,TC - The Vine At Bridges (Danville/Hartz Ave),480 Hartz Ave,Danville,94526,CA,CA07,East Bay,37820830,-121998410,2020-02-20,2020-02-25,,2,0,2020-02-25 06:30:00,2020-02-25 07:11:00,info@thevineatbridges.com,0
T053-07_W020,12958_W020_2020-02-25,W020,Marshall,Walters EB,2587,Kick N Mule (Danville/Hartz),340 Hartz Avenue,Danville,94526,CA,CA07,East Bay,37822270,-122000310,2020-02-20,2020-02-25,,2,0,2020-02-25 07:16:32,2020-02-25 07:47:32,6:30 am cleaners Juan- (916) 807-2659 This is juans phone number but you need to ask for Erica,0
T053-07_W020,3571889_W020_2020-02-25,W020,Marshall,Walters EB,4053,Round Table (Alamo/Alamo),150 Alamo Plz,Alamo,94507,CA,CA07,East Bay,37852190,-122036270,2020-02-20,2020-02-25,,2,0,2020-02-25 08:00:58,2020-02-25 08:23:58,,0
T053-07_W020,3571898_W020_2020-02-25,W020,Marshall,Walters EB,2534,Extreme Pizza (Alamo/Danville),3227 Danville Blvd,Alamo,94507,CA,CA07,East Bay,37848010,-122031720,2020-02-20,2020-02-25,,2,0,2020-02-25 08:30:44,2020-02-25 09:17:44,Access 1230pm,0
T053-07_W020,3571832_W020_2020-02-25,W020,Marshall,Walters EB,2401,Maguey (Alamo/Danville),3168 Danville Blvd,Alamo,94507,CA,CA07,East Bay,37851030,-122031800,2020-02-20,2020-02-25,,2,0,2020-02-25 09:24:22,2020-02-25 09:43:22,Access 1130am,0
T053-07_W020,33460_W020_2020-02-25,W020,Marshall,Walters EB,5121,RJ's (Alamo/Danville),3162 Danville Blvd. Suite C,Alamo,94507,CA,CA07,East Bay,37851480,-122032110,2020-02-20,2020-02-25,,2,0,2020-02-25 09:48:47,2020-02-25 10:01:47,Clean and bill Sapporo at this location,0
T053-07_W020,3571705_W020_2020-02-25,W020,Marshall,Walters EB,6340,Forli Restaurant & Grill (Alamo/Danville),3160 Danville Blvd B,Alamo,94507,CA,CA07,East Bay,37851630,-122032340,2020-02-20,2020-02-25,,2,0,2020-02-25 10:06:56,2020-02-25 10:36:56,,0
T053-07_W020,3571704_W020_2020-02-25,W020,Marshall,Walters EB,4050,Round Hill Country Club (Alamo/Roundhill),3169 Roundhill Rd,Alamo,94507,CA,CA07,East Bay,37855709,-122007525,2020-02-20,2020-02-25,,2,0,2020-02-25 10:46:28,2020-02-25 11:36:28,,0
T053-08_R0015,4044805_R0015_2020-02-26,R0015,Joshua,Reyes EB,1093992,2M - Yardhouse (Concord/Diamond),2005 Diamond Blvd,Concord,94520,CA,CA07,East Bay,37972560,-122059580,2020-02-20,2020-02-26,Wk 1,6,0,2020-02-26 13:59:00,2020-02-26 15:59:00,Clean lines and faucets 1-40,0
T053-08_W020,3644989_W020_2020-02-26,W020,Marshall,Walters EB,3414,Moraga Country Club (Moraga/St Andrews),1600 St Andrews Dr,Moraga,94556,CA,CA07,East Bay,37836196,-122136884,2020-02-20,2020-01-29,,2,0,2020-02-26 06:00:00,2020-02-26 07:05:00,access time 6:00am-11:00am or 2:00pm- 4:00pm Monday- Friday No Saturdays lunch time ok,0
T053-08_W020,3644962_W020_2020-02-26,W020,Marshall,Walters EB,2528,Europa (Orinda/Moraga),64 Moraga Wy,Orinda,94563,CA,CA07,East Bay,37878230,-122181100,2020-02-20,2020-01-29,,2,0,2020-02-26 07:25:17,2020-02-26 08:06:17,7am access if lights on someone is there just knock loud,0
T053-08_W020,4280915_W020_2020-02-26,W020,Marshall,Walters EB,1096686,Noodle Theory (Moraga/Park),376 Park Street,Moraga,94556,CA,CA07,East Bay,37860351,-122125906,2020-02-20,2020-01-29,,2,0,2020-02-26 08:18:31,2020-02-26 09:03:37,Mon CLOSED earliest access time 9am,0
T053-08_W020,3644990_W020_2020-02-26,W020,Marshall,Walters EB,3738,Penninis (Moraga/D Moraga),1375 D Moraga Wy,Moraga,94556,CA,CA07,East Bay,37836109,-122128135,2020-02-20,2020-01-29,,2,0,2020-02-26 09:13:03,2020-02-26 10:23:03,access after 9:30am,0
T053-08_W020,3644986_W020_2020-02-26,W020,Marshall,Walters EB,1026404,Village Pizza (Orinda/Orinda),19 Orinda Way,Orinda,94563,CA,CA07,East Bay,37881360,-122187470,2020-02-20,2020-01-29,,2,0,2020-02-26 10:42:06,2020-02-26 11:08:06,Access after 10AM,0
T053-08_W020,3644984_W020_2020-02-26,W020,Marshall,Walters EB,3645,Orinda Country Club (Orinda/Camino Sobrante),315 Camino Sobrante,Orinda,94563,CA,CA07,East Bay,37891570,-122189970,2020-02-20,2020-01-29,,2,0,2020-02-26 11:16:11,2020-02-26 12:11:11,"630am- 1030am preferred access time. closed mondays  kegs are in main kitchen in walkin, lock code is 0000"". faucets downstairs . use elevator in kitchen for easy access downstairs""",0
T053-08_W020,3644991_W020_2020-02-26,W020,Marshall,Walters EB,3040,Baja Cali (Orinda/H  Orinda),23 H Orinda Wy,Orinda,94563,CA,CA07,East Bay,37881808,-122188306,2020-02-20,2020-01-29,,2,0,2020-02-26 12:19:53,2020-02-26 12:38:53,Access time between 8:30 -9,0
T053-08_W020,3644948_W020_2020-02-26,W020,Marshall,Walters EB,1033400,Mountain Mikes (Moraga/Center),504 Center Street,Moraga,94556,CA,CA07,East Bay,37858280,-122125830,2020-02-20,2020-01-29,,2,0,2020-02-26 12:59:07,2020-02-26 13:34:07,Access time between 10am-11am or 1pm - 3pm,0
T053-09_W020,14996_W020_2020-02-27,W020,Marshall,Walters EB,4613,The Growler (Danville/San Ramon Valley),515 San Ramon Valley Blvd,Danville,94526,CA,CA07,East Bay,37817210,-121996790,2020-02-20,2020-02-27,,2,0,2020-02-27 07:00:00,2020-02-27 07:54:00,,0
T053-09_W020,3307853_W020_2020-02-27,W020,Marshall,Walters EB,1072045,Crumbs (Danville/Railroad),428 Railroad Ave Ste B,Danville,94526,CA,CA07,East Bay,37819250,-121996940,2020-02-20,2020-02-27,,2,0,2020-02-27 07:59:50,2020-02-27 08:14:50,anytime after 6am,0
T053-09_W020,4317713_W020_2020-02-27,W020,Marshall,Walters EB,1015695,Cielito (Danville/Railroad),445 Railroad Ave,Danville,94526,CA,CA07,East Bay,37818740,-121996960,2020-02-20,2020-02-27,,2,0,2020-02-27 08:19:53,2020-02-27 09:02:53,anytime after 9am,0
T053-09_W020,13930_W020_2020-02-27,W020,Marshall,Walters EB,3551,Norms Place (Danville/Hartz Ave),356 Hartz Ave,Danville,94526,CA,CA07,East Bay,37822060,-122000200,2020-02-20,2020-02-27,,2,0,2020-02-27 09:09:02,2020-02-27 10:49:02,anytime after 8am,0
T053-09_W020,3571916_W020_2020-02-27,W020,Marshall,Walters EB,3877,Primos Pizza (Danville/Hartz Ave),298 Hartz Ave,Danville,94526,CA,CA07,East Bay,37822870,-122000650,2020-02-20,2020-02-27,,2,0,2020-02-27 10:54:27,2020-02-27 12:03:27,7am-11am only,0
T053-09_W020,13685_W020_2020-02-27,W020,Marshall,Walters EB,3307,Mcgahs (Danville/Prospect Avenue),148 Prospect Avenue,Danville,94526,CA,CA07,East Bay,37822200,-121999380,2020-02-20,2020-02-27,,2,0,2020-02-27 12:09:06,2020-02-27 12:53:06,anytime after 9am,0
T053-09_W020,3571680_W020_2020-02-27,W020,Marshall,Walters EB,3481,Mountain Mikes (Danville/Hartz),130 Hartz Ave,Danville,94526,CA,CA07,East Bay,37824190,-122002240,2020-02-20,2020-02-27,,2,0,2020-02-27 12:59:23,2020-02-27 13:13:23,anytime after 10am,0
T053-09_W020,3571912_W020_2020-02-27,W020,Marshall,Walters EB,1041308,Pete's Brass Rail & Carwash (Danville/Hartz Ave),201 Hartz Ave,Danville,94526,CA,CA07,East Bay,37822900,-122001710,2020-02-20,2020-02-27,,2,0,2020-02-27 13:18:52,2020-02-27 13:57:52,7am-11am Monday-Friday,0
T053-09_W020,1598058_W020_2020-02-27,W020,Marshall,Walters EB,1023315,Incontro Ristorante (Danville/Hartz),455 Hartz Ave,Danville,94526,CA,CA07,East Bay,37820790,-121998790,2020-02-20,2020-02-27,,2,0,2020-02-27 14:04:02,2020-02-27 14:27:02,,0
T053-09_W020,306630_W020_2020-02-27,W020,Marshall,Walters EB,14009,Locando Ravello (Danville/E Prospect),172 E. Prospect Avenue,Danville,94526,CA,CA07,East Bay,37822500,-121998990,2020-02-20,2020-02-27,,2,0,2020-02-27 14:32:53,2020-02-27 14:53:53,,0
T053-09_W020,3579289_W020_2020-02-27,W020,Marshall,Walters EB,1016360,Blue Gingko (Danville/Blackhawk Plaza),3496 Blackhawk Plaza Cir,Danville,94506,CA,CA07,East Bay,37799930,-121919430,2020-02-20,2020-02-27,,2,0,2020-02-27 15:10:48,2020-02-27 15:30:48,,0
T053-10_W020,3571689_W020_2020-02-28,W020,Marshall,Walters EB,11316,Diablo Country Club (Danville/Clubhouse),1700 Clubhouse Road,Danville,94526,CA,CA07,East Bay,37835885,-121958522,2020-02-20,2020-02-28,,2,0,2020-02-28 06:30:00,2020-02-28 06:52:00,,0
T053-10_W020,3579306_W020_2020-02-28,W020,Marshall,Walters EB,1842,Black Hawk Pizzeria (Danville/4050 Blackhawk Plaza),4050 Blackhawk Plaza Cir,Danville,94506,CA,CA07,East Bay,37800920,-121919450,2020-02-20,2020-02-28,,2,0,2020-02-28 07:05:13,2020-02-28 07:20:13,7:30am access. need to be done before 12pm,0
T053-10_W020,12053_W020_2020-02-28,W020,Marshall,Walters EB,1689,Ascona Pizza (Danville/Camino Tassajara),3414 Camino Tassajara,Danville,94526,CA,CA07,East Bay,37811002,-121955531,2020-02-20,2020-02-28,,2,0,2020-02-28 07:29:47,2020-02-28 08:38:47,Please collect email,0
T053-10_W020,13693_W020_2020-02-28,W020,Marshall,Walters EB,3315,Meenar Music Club (Danville/Hartz Ave),349 Hartz Ave,Danville,94526,CA,CA07,East Bay,37822040,-122000240,2020-02-20,2020-02-28,,2,0,2020-02-28 08:51:12,2020-02-28 09:56:12,Access 9am - 3:30,0
T053-10_W020,3579320_W020_2020-02-28,W020,Marshall,Walters EB,2661,Garlex Pizza (Danville/Crow Canyon),9000 Crow Canyon Rd,Danville,94506,CA,CA07,East Bay,37797970,-121923160,2020-02-20,2020-02-28,,2,0,2020-02-28 10:11:58,2020-02-28 10:35:58,Access after 10 am - 30 min accnt,0
T053-10_W020,11947_W020_2020-02-28,W020,Marshall,Walters EB,1584,Akira Bistro (Danville/San Ramon Valley),499 San Ramon Valley Blvd,Danville,94526,CA,CA07,East Bay,37817740,-121996930,2020-02-20,2020-02-28,,2,0,2020-02-28 10:52:58,2020-02-28 11:11:58,clean & bill Sapporo 10:30am-11am or 4pm-5pm,0
T053-10_W020,3571663_W020_2020-02-28,W020,Marshall,Walters EB,1048111,Kibo Sushi (Danville/Hartz),125 Hartz Ave,Danville,94526,CA,CA07,East Bay,37824160,-122003030,2020-02-20,2020-02-28,,2,0,2020-02-28 11:18:56,2020-02-28 11:33:56,Clean and bill Asahi at this location,0
T053-10_W020,3583056_W020_2020-02-28,W020,Marshall,Walters EB,4326,Smilan Thai Cuisine (Danville/Crow Canyon),9000 Crow Canyon Rd,Danville,94506,CA,CA07,East Bay,37797970,-121923160,2020-02-20,2020-02-28,,2,0,2020-02-28 11:50:14,2020-02-28 12:09:14,,0
T053-10_W020,3644966_W020_2020-02-28,W020,Marshall,Walters EB,11057,Taverna Pellegrini (Orinda/Moraga),65 Moraga Way,Orinda,94563,CA,CA07,East Bay,37878710,-122180750,2020-02-20,2020-02-28,,2,0,2020-02-28 12:45:02,2020-02-28 13:27:02,3pm access time,0
T053-10_W020,12213_W020_2020-02-28,W020,Marshall,Walters EB,1847,Blackhawk Grille (Danville/Blackhawk),3540 Blackhawk Plaza Cir,Danville,94506,CA,CA07,East Bay,37800050,-121920350,2020-02-20,2020-02-28,,4,0,2020-02-28 13:58:48,2020-02-28 14:39:48,access time 7:30AM must be done before 11:30AM,0
T054-01_A012,3571305_A012_2020-03-02,A012,Erick,Angel EB,1823,2M - BJ's Brewhouse (Brentwood/Sand Creek),2365 Sand Creek Rd,Brentwood,94513,CA,CA07,East Bay,37943652,-121737120,2020-02-20,2019-03-18,,2,0,2020-03-02 07:00:00,2020-03-02 09:51:00,,0
T054-01_A012,4884119_A012_2020-03-02,A012,Erick,Angel EB,1102329,Misaka Sushi (Brentwood/W Country Club),380 W Country Club Dr Ste J,Brentwood,94513,CA,CA07,East Bay,37926200,-121753400,2020-02-20,2019-10-28,,2,0,2020-03-02 09:57:26,2020-03-02 10:35:26,,0
T054-01_A012,3578075_A012_2020-03-02,A012,Erick,Angel EB,1071664,CreAsian Wok 'n Roll (Brentwood/Sand Creek),2505 Sand Creek Rd,Brentwood,94513,CA,CA07,East Bay,37945210,-121739660,2020-02-20,2019-03-18,,2,0,2020-03-02 10:48:11,2020-03-02 11:07:11,,0
T054-01_A012,5719389_A012_2020-03-02,A012,Erick,Angel EB,1117331,Beach Hut Deli (Brentwood/Sand Creek),2540 Sand Creek Rd 5,Brentwood,94513,CA,CA07,East Bay,37943130,-121738290,2020-02-20,2020-02-17,,2,0,2020-03-02 11:12:46,2020-03-02 11:57:54,,0
T054-01_A012,3571321_A012_2020-03-02,A012,Erick,Angel EB,1027276,Round Table (Brentwood/Sand Creek),2540 Sand Creek Road,Brentwood,94513,CA,CA07,East Bay,37943130,-121738290,2020-02-20,2019-08-05,,2,0,2020-03-02 11:57:54,2020-03-02 12:35:54,,0
T054-01_A012,3571334_A012_2020-03-02,A012,Erick,Angel EB,1015691,AMC Brentwood 14 (Brentwood/Sand Creek),2525 Sand Creek Rd,Brentwood,94513,CA,CA07,East Bay,37945800,-121741110,2020-02-20,2019-03-18,,2,0,2020-03-02 12:42:18,2020-03-02 14:00:18,,0
T054-01_A012,3608522_A012_2020-03-02,A012,Erick,Angel EB,4426,Straw Hat Pizza (Brentwood/Lone Tree),6680 Lone Tree Way,Brentwood,94513,CA,CA07,East Bay,37962890,-121729680,2020-02-20,2019-09-30,,2,0,2020-03-02 14:10:20,2020-03-02 14:32:20,,0
T054-01_A012,3801711_A012_2020-03-02,A012,Erick,Angel EB,5088,MOD Pizza (Brentwood/Lone Tree),5411 Lone Tree Way Ste 100,Brentwood,94513,CA,CA07,East Bay,37961270,-121749600,2020-02-20,2019-03-18,,2,0,2020-03-02 14:41:12,2020-03-02 15:05:12,,0
T054-01_A012,1705543_A012_2020-03-02,A012,Erick,Angel EB,1026931,HD Burgers & More (Antioch/Lone Tree),5019 Lone Tree Way,Antioch,94531,CA,CA07,East Bay,37962250,-121758400,2020-02-20,2019-03-18,,2,0,2020-03-02 15:12:25,2020-03-02 15:39:25,,0
T054-02_A012,1705533_A012_2020-03-03,A012,Erick,Angel EB,1026921,The Original Mel's Diner (Antioch/Lone Tree),4827 Lone Tree Way,Antioch,94531,CA,CA07,East Bay,37963370,-121767420,2020-02-20,2019-03-19,,2,0,2020-03-03 07:15:00,2020-03-03 07:37:00,,0
T054-02_A012,2345431_A012_2020-03-03,A012,Erick,Angel EB,1955,2M - Buffalo Wild Wings (Brentwood/Lone Tree),6051 Lone Tree Way,Brentwood,94513,CA,CA07,East Bay,37961190,-121739430,2020-02-20,2019-04-16,,2,0,2020-03-03 07:46:58,2020-03-03 09:22:58,Clean on a 2 week cycle per gm,0
T054-02_A012,3578059_A012_2020-03-03,A012,Erick,Angel EB,11473,Chuck E Cheese (Brentwood/Lone Tree),6061 Lone Tree Way,Brentwood,94513,CA,CA07,East Bay,37960360,-121740760,2020-02-20,2019-04-30,,2,0,2020-03-03 09:29:36,2020-03-03 10:19:36,,0
T054-02_A012,12546_A012_2020-03-03,A012,Erick,Angel EB,2177,Chilis (Antioch/Lone Tree),5809 Lone Tree Way,Antioch,94509,CA,CA07,East Bay,37979471,-121804559,2020-02-20,2019-03-19,,2,0,2020-03-03 10:35:17,2020-03-03 11:56:17,,0
T054-02_A012,12907_A012_2020-03-03,A012,Erick,Angel EB,2536,Extreme Pizza (Brentwood/Balfour),3120 Balfour Rd,Brentwood,94513,CA,CA07,East Bay,37924000,-121722600,2020-02-20,2019-03-19,,2,0,2020-03-03 12:17:33,2020-03-03 12:56:33,,0
T054-02_A012,3613651_A012_2020-03-03,A012,Erick,Angel EB,1044841,Mountain Mikes (Brentwood/W Country Club),380 W Country Club Dr,Brentwood,94513,CA,CA07,East Bay,37926200,-121753400,2020-02-20,2019-03-19,,2,0,2020-03-03 13:06:19,2020-03-03 13:20:19,,0
T054-02_A012,3698796_A012_2020-03-03,A012,Erick,Angel EB,11945,Hillcrest Restaurant & Taphouse (Antioch/Hillcrest),2709 Hillcrest Ave,Antioch,94531,CA,CA07,East Bay,37994790,-121783000,2020-02-20,2020-02-18,,2,0,2020-03-03 13:38:52,2020-03-03 15:35:52,8:30-10 am M-F,0
T054-02_A012,3578069_A012_2020-03-03,A012,Erick,Angel EB,1083368,Samurai Japanese Restaurant (Antioch/Lone Tree),5007 Lone Tree Way,Antioch,94531,CA,CA07,East Bay,37962200,-121759350,2020-02-20,2019-03-19,,2,0,2020-03-03 15:48:39,2020-03-03 16:17:39,,0
T054-03_A012,3588971_A012_2020-03-04,A012,Erick,Angel EB,3607,Olive Garden (Pittsburg/Century),4195 Century Blvd,Pittsburg,94565,CA,CA07,East Bay,38007060,-121842270,2020-02-20,2019-04-17,,2,0,2020-03-04 07:00:00,2020-03-04 07:29:00,Access time 7am,0
T054-03_A012,3871182_A012_2020-03-04,A012,Erick,Angel EB,3185,Lone Tree Golf (Antioch/Golf Course),4800 Golf Course Rd,Antioch,94531,CA,CA07,East Bay,37973460,-121810610,2020-02-20,2019-03-20,,2,0,2020-03-04 07:45:53,2020-03-04 08:50:53,6-9am M-F they lock the main bar. the keys are located at the chef desk (wall). the key has a red sticker.,0
T054-03_A012,3871186_A012_2020-03-04,A012,Erick,Angel EB,3425,Mountain Mikes (Antioch/Lone Tree),3612 Lone Tree Way,Antioch,94509,CA,CA07,East Bay,37986620,-121807460,2020-02-20,2019-03-20,,2,0,2020-03-04 08:59:42,2020-03-04 09:26:42,,0
T054-03_A012,4500970_A012_2020-03-04,A012,Erick,Angel EB,1098343,Red Lobster (Pittsburg/Century),4095 Century Blvd,Pittsburg,94565,CA,CA07,East Bay,38007720,-121843930,2020-02-20,2019-07-24,,2,0,2020-03-04 09:34:54,2020-03-04 09:54:54,,0
